"353230295","BIA�YSTOK","  295"
"253220070","BIEBRZA-PIE�CZYK�WEK"," 2802"
"249210070","BIECZ-GRUDNA"," 6702"
"250170350","BIELICE","95309"
"252149998","BIELINEK","93024"
"250200060","BIELINY KAPITULNE","95646"
"252239998","BIELSK PODLASKI"," 3901"
"349190600","BIELSKO-BIA�A","  600"
"253209997","BISKUPIEC"," 2601"
"252159994","BLEDZEW","93127"
"251160010","B�OTNICA","93201"
"254169997","BOBI�CINO","91201"
"251150010","BOBROWICE","94164"
"252170050","BOBROWNIKI","93367"
"251190180","BOBRY","94502"
"249209999","BOCHNIA"," 6601"
"254200050","BORNITY","91651"
"251150040","BOROWIEC","94156"
"253170010","BOROWY M�YN","92360"
"250160070","BOR�W","95348"
"250189987","BORUCIN","95401"
"250189981","BORYNIA","95403"
"251170170","BRZEZIE","94320"
"249210020","BRZEZINY","96739"
"253150240","BRZE�NIAK","92155"
"249190020","BRZE�NICA","96576"
"250219987","BRZE�NICA N/WIS�OK�","95710"
"249219997","BRZOSTEK","96737"
"253190190","BRZOZIE","92514"
"249229994","BRZOZ�W","96828"
"251219990","BRZ�ZA","94726"
"253190350","BRZUZE","92560"
"251159984","BUCHA��W","94160"
"253179987","BUCZEK MA�Y","92327"
"251150120","BUCZYNA","94142"
"253190010","BUCZYNIEC","92546"
"253190340","BUCZYNIEC","92559"
"252159996","BUDACH�W","93150"
"250219992","BUDY TUSZOWSKIE","95725"
"251169997","BUDZISZ�W MA�Y","94209"
"251160270","BUDZISZ�W WIELKI","94208"
"249220020","BUDZIW�J","96842"
"249199994","BUDZ�W","96560"
"249220360","BUKOWIEC","96856"
"254170070","BUKOWINA","91328"
"249200480","BUKOWINA TATRZA�SKA"," 6626"
"250150260","BUK�WKA","95102"
"251209996","BUK�WNO","94626"
"253220160","BURZYN","92813"
"353170240","BYDGOSZCZ","  240"
"253180220","BYDGOSZCZ"," 2450"
"253170260","BYDGOSZCZ-SZWEDEROWO"," 2351"
"253170260","BYDGOSZCZ-SZWEDEROWO","92367"
"250160550","BYSTRZYCA K�ODZKA","95279"
"250169985","BYSTRZYCA K�ODZKA"," 5209"
"253190320","BYSZWA�D","92557"
"250189975","BYTOM","95439"
"251159989","BYTOM ODRZA�SKI","94150"
"251150060","CEBER"," 4201"
"251160330","CEBER-KOZIE DO�Y"," 4252"
"254179993","CECENOWO"," 1301"
"251189991","CEK�W","94441"
"251210280","CELEJ�W","94750"
"252210230","CELESTYN�W","93772"
"249180030","CHA�UPKI","96424"
"250199995","CHECH�O","95533"
"251230140","CHE�M","94907"
"250160290","CHE�MSKO �L�SKIE","95237"
"251170190","CHE�ST�W","94317"
"251200170","CHE�STY","94611"
"250209995","CHMIELNIK","95635"
"250219994","CHMIEL�W"," 5707"
"251169993","CHOBIENIA","94230"
"251150150","CHOCIAN�W","94136"
"250160430","CHOCIESZ�W","95220"
"251170020","CHOCZ","94347"
"252190110","CHODECZ","93520"
"251220170","CHODEL","94807"
"253169991","CHODZIE�","92256"
"252140010","CHOJNA","93026"
"353170235","CHOJNICE","  235"
"251150190","CHOJN�W","94129"
"253159993","CHOM�TOWO"," 2101"
"253200180","CHORZELE","92611"
"250210180","CHORZEL�W"," 5708"
"250189984","CHORZ�W-MIASTO","95433"
"253150180","CHOSZCZNO","92108"
"252230090","CHRABO�Y","93952"
"250200190","CHROBERZ","95624"
"252180010","CHRO�NA","92401"
"250150010","CHRO�NICA","95135"
"250190370","CHRZAN�W","95510"
"250189972","CHRZ�STOWICE","95465"
"253170210","CHRZ�STOWO"," 2303"
"251160170","CHWA�KOWICE"," 4250"
"249190590","CHY�NE","96512"
"252179988","CI��E�","93315"
"252230190","CICIB�R"," 3950"
"250150130","CIECHANOWICE","95122"
"252220060","CIECHANOWIEC","93829"
"252209986","CIECHAN�W","93650"
"252189999","CIECHOCINEK"," 3401"
"253179990","CIECHOLEWY","92351"
"249210110","CIEKLIN","96722"
"252200070","CIEKSYN","93639"
"250190040","CIEL�TNIKI","95574"
"253229991","CIEMNOSZYJE","92824"
"251210150","CIEPIEL�W","94714"
"250220160","CIEPLICE","95813"
"250159998","CIEPLICE �L�SKIE-ZDR�J"," 5102"
"253210240","CIERPI�TA","92706"
"250230160","CIESZAN�W"," 5951"
"250239989","CIESZAN�W","95904"
"249180550","CIESZYN"," 6452"
"249180130","CIESZYN"," 6403"
"249209992","CIʯKOWICE"," 6603"
"250190320","CIʯKOWICE","95516"
"251160070","CIO�KOWO","94241"
"249220250","CISNA","96805"
"251180220","CISOWA","94405"
"250200110","CIS�W","95658"
"252140130","CYBINKA","93004"
"250199986","CYKARZEW","95576"
"253169995","CZAPLINEK","92220"
"250219984","CZARNA","95705"
"254179996","CZARNA D�BR�WKA"," 1304"
"251210310","CZARNA KOLONIA","94752"
"253180060","CZARNA WODA","92438"
"250190050","CZARNCA","95572"
"253169996","CZARNE","92224"
"250170170","CZARNOLAS","95329"
"252210020","CZARNOWO","93776"
"252200250","CZARN�W-TOWARZYSTWO","93664"
"249199984","CZARNY DUNAJEC"," 6519"
"251179995","CZARNY LAS","94324"
"251179991","CZARNY SAD","94351"
"251180120","CZARTORYJA","94424"
"251179998","CZATKOWICE","94325"
"249209993","CZCH�W","96647"
"250189991","CZEKAN�W"," 5406"
"250190270","CZELAD�","95530"
"251220060","CZEMIERNIKI","94829"
"252170140","CZERNIEJEWO","93327"
"252170380","CZERNIEJEWO II","93372"
"252180030","CZERNIKOWO","93452"
"253179983","CZERSK","92352"
"251160020","CZERWONA WIE�","94253"
"251229997","CZES�AWICE"," 4804"
"251220140","CZES�AWICE","94852"
"350190550","CZ�STOCHOWA","  550"
"252219991","CZ�EK�WKA","93706"
"253160170","CZ�OPA","92203"
"253170080","CZ�UCH�W","92343"
"249209978","CZORSZTYN-NADZAMCZE"," 6622"
"252220040","CZY�EW","93834"
"250209998","DALESZYCE","95643"
"251200060","DA�K�W","94656"
"254160020","DAR�OWO"," 1201"
"253150120","DAR�","92154"
"252180250","D�BIE","93405"
"252179995","D�BROWA","93347"
"253239984","D�BROWA BIA�OSTOCKA","92930"
"250200270","D�BROWA TARNOWSKA","95612"
"250200360","D�BROWA TARNOWSKA","95664"
"253140240","D�BROWICA","92055"
"253179986","D�BR�WKA","92337"
"250170550","D�BR�WKA G�RNA","95362"
"251200270","D�BR�WKA STARA"," 4611"
"251200270","D�BR�WKA STARA","94660"
"252210190","D�BE WIELKIE","93722"
"250219990","D�BICA"," 5711"
"250219983","D�BICA","95704"
"250180050","D�BINIEC","95479"
"251210080","D�BLIN","94724"
"249200340","D�BNO","96661"
"249209972","D�BNO"," 6635"
"252189992","D�BOWICE","93411"
"253220080","D�BOWO","92826"
"252180190","D�BY SZLACHECKIE","93417"
"251159998","D�UGIE","94146"
"254190110","D�UGOB�R","91610"
"250160590","D�UGOPOLE-ZDR�J"," 5211"
"249200070","DOBCZYCE"," 6651"
"252150020","DOBIEGNIEW","93142"
"251180030","DOBRA","94443"
"253159997","DOBRA","92126"
"249209989","DOBRA","96637"
"252189996","DOBRE","93440"
"253190030","DOBROCIN"," 2502"
"250180110","DOBRODZIE�","95471"
"250170110","DOBROGOSZCZ"," 5302"
"250160040","DOBROMIERZ","95268"
"254199996","DOBRY","91509"
"253210220","DOBRYLAS","92710"
"253210280","DOBRYLAS","92753"
"251190150","DOBRYSZYCE","94508"
"251200040","DOLECK","94638"
"253159991","DOLICE","92110"
"249199974","DOLINA CHOCHO�OWSKA","96505"
"249200550","DOLINA PI�CIU STAW�W"," 6633"
"251170010","DOLSK","94346"
"252220190","DOMANICE","93801"
"254200130","DOMARADY","91620"
"251230150","DOROHUSK","94908"
"253209990","DOZINY","92601"
"253230180","DRAHLE","92935"
"253150170","DRAWNO","92152"
"253150110","DRAWSKO POMORSKIE","92124"
"252150070","DREZDENKO","93138"
"250180140","DRONIOWICE","95469"
"250180580","DRONIOWICE"," 5454"
"251200020","DROZDY","94644"
"252160310","DRU�YNA POZNA�SKA","93295"
"253220050","DRYGA�Y","92828"
"251199996","DRZEWOCINY","94526"
"254220040","DUBENINKI","91816"
"251239998","DUBIENKA","94904"
"254229997","DUBOWO","91803"
"249210140","DUKLA"," 6705"
"252190070","DUNIN�W","93526"
"250169994","DUSZNIKI-ZDR�J"," 5206"
"249220260","DWERNIK","96806"
"250160340","DWORKI","95232"
"254150010","DYGOWO","91150"
"249220040","DYN�W"," 6802"
"253210330","DZBENIN","92754"
"252229991","DZIADKOWICE","93824"
"253200190","DZIA�DOWO","92609"
"251180210","DZIA�OSZYN","94407"
"253190090","DZIARNY","92554"
"250190350","DZIE�KOWICE","95512"
"253190020","DZIERZGO�","92543"
"252169994","DZIER���NO WIELKIE","93255"
"250160260","DZIER�ONI�W","95248"
"250170290","DZIEWI�TLICE","95318"
"254140010","DZIWN�W"," 1001"
"254190190","ELBL�G"," 1508"
"354190160","ELBL�G-MILEJEWO","  160"
"253229998","EL�BIECIN","92851"
"253220030","E�K","92834"
"253180180","FAL�CIN","92413"
"251209991","FA�K�W","94608"
"252200140","FAMU�KI BROCHOWSKIE","93626"
"253230110","FASTY","92911"
"251229996","FELIN"," 4806"
"250220080","FRAMPOL","95835"
"254209999","FRANKNOWO","91602"
"253180080","FR�CA","92433"
"253209984","FR�CZKI","92642"
"253200120","FR�KNOWO","92651"
"254190050","FROMBORK"," 1505"
"254199999","FROMBORK","91528"
"249219990","FRYSZTAK","96733"
"250230130","FUTORY","95903"
"251210170","GADKA","94707"
"250160380","GAJ�W","95282"
"254200060","GALINY","91608"
"251219991","GARBATKA","94722"
"251230090","GARBAT�WKA","94913"
"253180110","GARDEJA","92429"
"250219982","GAW�USZOWICE","95726"
"251150090","GAWORZYCE","94145"
"252199991","G�BIN","93521"
"354180140","GDA�SK-PORT PӣNOCNY","  140"
"254180090","GDA�SK-R�BIECHOWO"," 1407"
"354180150","GDA�SK-R�BIECHOWO","  150"
"254180110","GDA�SK-�WIBNO"," 1404"
"354180155","GDA�SK-�WIBNO","  155"
"254189999","GDA�SK-WRZESZCZ"," 1408"
"249209996","GD�W","96652"
"254180060","GDYNIA"," 1402"
"254180230","GDYNIA D�BROWA","91455"
"254180220","GDYNIA OKSYWIE","91454"
"252180130","G�BICE","93437"
"249190040","GIERA�TOWICE","96572"
"250150070","GIERCZYN","95126"
"253200040","GIETRZWA�D","92635"
"249199991","GILOWICE","96549"
"253199999","GIRGAJNY","92540"
"253220010","GI�E","91801"
"254219999","GI�YCKO"," 1702"
"252150030","GI�YN","93141"
"253149993","GI�YN K/SZCZECINA","92012"
"249219992","GLINIK MARIAMPOLSKI","96750"
"250189986","GLIWICE","95432"
"252170360","G��BOCKO","93370"
"252180090","G��BOKIE","93459"
"252189985","G��BOKIE"," 3404"
"252190030","G�ODOWO"," 3501"
"251160080","G�OG�W","94236"
"250170310","G�OG�WEK","95313"
"254210030","G�OWBITY","91707"
"250170390","G�UBCZYCE"," 5309"
"","G�UBCZYCE II"," 5351"
"250170330","G�UCHO�AZY"," 5308"
"251209987","G�UCH�W","94635"
"250209975","G�UCH�W","95659"
"250169990","G�USZYCA","95241"
"250169999","GNIECHOWICE","95275"
"253189997","GNIEW","92440"
"252170110","GNIEZNO"," 3303"
"249200060","GNOJNIK","96665"
"249180050","GOCZA�KOWICE-ZDR�J","96426"
"250190260","GOLCZOWICE","95534"
"250179997","GOLCZOWICE OPOLSKIE","95342"
"253140060","GOLENI�W"," 2004"
"253140070","GOLENI�W","92021"
"249189986","GOLESZ�W","96412"
"252170020","GO�A�CZ","93357"
"254220030","GO�DAP"," 1801"
"249180060","GO�KOWICE","96452"
"252200040","GO�OTCZYZNA","93644"
"254180130","GOR�CZYNO","91453"
"249210090","GORLICE","96723"
"251199982","GORZKOWICE","94512"
"250239991","GORZK�W","95932"
"352150300","GORZ�W WIELKOPOLSKI","  300"
"252150120","GORZY�"," 3101"
"250160110","GOSTK�W","95261"
"253160160","GOSTOMIA","92206"
"252190090","GOSTYNIN","93522"
"250170760","GO�CIEJOWICE","95365"
"252150080","GO�CIM","93136"
"250170190","GOWOROWICE","95328"
"252140060","GOZDOWICE","93015"
"251160090","G�RA","94238"
"251210010","G�RA KALWARIA","94739"
"250189993","G�RA �W.ANNY"," 5403"
"253239989","G�RANY","92914"
"249180140","G�RKI WIELKIE","96413"
"252179983","G�RKI ZAGAJNE","93363"
"254200030","G�ROWO I�AWECKIE","91614"
"251150080","GRABIK"," 4101"
"251159992","GRABISZYCE G�RNE","94101"
"251219996","GRABOWIEC"," 4707"
"250239999","GRABOWIEC","95926"
"251210210","GRABOWIEC","94743"
"249229987","GRABOWNICA"," 6804"
"251170150","GRABOWNICA"," 4303"
"253229999","GRAJEWO","92827"
"253210320","GR�DY PODMIEJSKIE","92750"
"250219996","GR�B�W","95736"
"249209973","GRODKOWICE","96656"
"250170140","GRODK�W"," 5303"
"252189993","GRODZIEC","93402"
"250180130","GRODZIEC","95468"
"249200540","HALA G�SIENICOWA"," 6632"
"349200628","HALA G�SIENICOWA","  628"
"249199972","HALA LIPOWSKA","96517"
"249190680","HALA ORNAK"," 6526"
"250189976","HALEMBA","95427"
"251230080","HA�SK","94915"
"249190510","HARKABUZ","96519"
"354180135","HEL","  135"
"250189971","HERBY NOWE","95472"
"253239996","HO�ODOLINA","92926"
"254189998","HOPOWO"," 1405"
"250239990","HORYNIEC"," 5950"
"250239997","HRUBIESZ�W","95924"
"251239995","HRUSZ�W","94905"
"249220030","HUCISKO JAWORNICKIE","96838"
"253199997","I�AWA","92528"
"251159995","I�OWA","94139"
"252200130","I��W","93627"
"251210160","I��A","94709"
"250160020","IMBRAMOWICE","95272"
"252189998","INOWROC�AW"," 3402"
"249190090","INWA�D"," 6503"
"253150140","I�SKO","92120"
"249180560","ISTEBNA","96455"
"249180260","ISTEBNA-KUBALONKA"," 6408"
"249180270","ISTEBNA-M�ODA G�RA","96403"
"249180280","ISTEBNA-STEC�WKA","96404"
"249180290","ISTEBNA-WIE�","96402"
"249189989","ISTEBNA-ZAOLZIE"," 6406"
"251180080","IWANOWICE","94429"
"250199991","IWANOWICE","95517"
"251150230","IWINY","94124"
"249209994","IWKOWA","96646"
"249210150","IWONICZ-ZDR�J"," 6706"
"254170180","IZBICA","91355"
"252180160","IZBICA KUJAWSKA","93429"
"249229985","IZDEBKI","96832"
"253220270","JAB�ONOWO-WYPYCHY"," 2856"
"250209987","JADOWNIKI MOKRE","95611"
"250150180","JAGNI�TK�W","95114"
"252180040","JAKSICE","93448"
"252180330","JAKSICE II","93462"
"250179995","JAKUBOWICE","95301"
"250200260","JAKUBOWICE","95613"
"250150170","JAKUSZYCE"," 5150"
"250159999","JAKUSZYCE","95113"
"253230060","JA��WKA","92951"
"250150040","JANICE","95132"
"251169990","JANISZEWO","94244"
"250199975","JANKOWICE","95578"
"252170060","JANOWIEC WIELKOPOLSKI","93348"
"253230030","JAN�W","92923"
"250220070","JAN�W LUBELSKI","95838"
"250190010","JANUSZEWICE","95577"
"251210040","JARCZEW"," 4702"
"250150230","JARKOWICE","95103"
"252220140","JARNICE","93854"
"250170340","JARNO�T�WEK","95311"
"252219985","JARNUTY","93767"
"250220120","JAROCIN"," 5802"
"250220210","JAROS�AW","95801"
"251190230","JAROSTY","94556"
"249200170","JASIENNA","96639"
"249200250","JASION�W","96623"
"249210080","JAS�O","96756"
"249219995","JAS�O","96729"
"254180030","JASTARNIA","91433"
"253160110","JASTROWIE","92214"
"249200130","JASTRZ�BIA"," 6650"
"249189998","JASTRZ�BIE"," 6450"
"249189997","JASTRZ�BIE","96451"
"249189996","JASTRZ�BIE-ZDR�J"," 6401"
"253230010","JASTRZ�BNA PIERWSZA","92950"
"250210090","JASTRZ�BSKA WOLA","95762"
"251180240","JASTRZYGOWICE","94401"
"253190050","JA�KOWO","92537"
"249210250","JA�LISKA","96707"
"249190010","JAWISZOWICE","96575"
"251160290","JAWOR","94205"
"249200440","JAWORZYNA KRYNICKA","96666"
"249209975","JAZOWSKO","96622"
"251229994","JEDLANKA","94840"
"249219985","JEDLICZE","96728"
"250160220","JEDLINA-ZDR�J","95247"
"253210250","JEDNORO�EC","92705"
"251170320","JELCZ-LASKOWICE"," 4350"
"350150500","JELENIA G�RA","  500"
"253200080","JEMIO�OWO","92626"
"253190060","JERZWA�D","92536"
"253239993","JUCHNOWIEC DOLNY","92902"
"253169986","JUCHOWO","92252"
"254200020","JUDYTY","91616"
"250169996","JUG�W","95233"
"250150110","KACZOR�W","95125"
"249180110","KACZYCE","96418"
"250180160","KAD�UB-PIEC","95462"
"253210230","KADZID�O","92708"
"253180140","KALISKA","92423"
"351180435","KALISZ","  435"
"249220270","KALNICA","96853"
"249190110","KALWARIA ZEBRZYDOWSKA","96567"
"249190810","KALWARIA ZEBRZYDOWSKA","96599"
"249190380","KAMESZNICA","96532"
"249209990","KAMIENICA"," 6610"
"250160620","KAMIENICA","95276"
"253170140","KAMIENICA","92329"
"250160390","KAMIENIEC Z�BKOWICKI","95224"
"253150230","KAMIENNA","92104"
"250160150","KAMIENNA G�RA","95254"
"253170120","KAMIE� KRAJE�SKI","92334"
"253149996","KAMIE� POMORSKI"," 2001"
"253230040","KAMIONKA","92922"
"251230130","KANIE","94906"
"251140020","KANI�W","94010"
"249220010","KA�CZUGA","96845"
"252150230","KARGOWA","93104"
"250180020","KARMONKI NOWE","95483"
"250150220","KARPACZ"," 5105"
"254170150","KARPNO","91308"
"253149990","KARSIB�R","92029"
"253160120","KARSIB�R","92211"
"253160230","KARSIB�R II","92259"
"253140020","KARTLEWO","92026"
"254189996","KARTUZY","91421"
"254170040","KAR�NICZKA"," 1302"
"253180240","KASPARUS"," 2406"
"349190650","KASPROWY WIERCH","  650"
"254200070","KASZUNY","91606"
"250190530","KATOWICE PYRZOWICE"," 5550"
"350190560","KATOWICE-MUCHOWIEC","  560"
"252209996","KAW�CZYN"," 3607"
